zenith,angle_of_incidence,shortwave_radiation_backwards_sfc,total_cloud_cover_sfc,relative_humidity_2_m_above_gnd,low_cloud_cover_low_cld_lay,medium_cloud_cover_mid_cld_lay,temperature_2_m_above_gnd,total_precipitation_sfc,high_cloud_cover_high_cld_lay,generated_power_kw
83.256859,86.9888,0,17,84,17,10,13.19,0.1,0,447.02637
45.165285,51.128144,793.88,0,23,0,0,30.39,0,0,1371.9026
69.453003,59.300255,2.67,100,93,100,36,3.85,0,0,80.849335
87.785874,88.522464,0,100,96,100,100,1.72,0,0,27.660556
58.560135,18.721458,241.19,100,70,100,0,-1.54,0.1,0,63.474352
63.896594,76.390721,226.06,0,47,0,0,23.6,0,0,1037.7108
33.846383,42.150905,455.68,10,30,10,10,24.91,0,0,1484.4289
57.36258,46.679587,266.11,100,78,100,10,8.17,0,0,116.51056
70.670084,73.168839,118.37,0,47,0,0,10.33,0,0,510.08038
83.636856,103.13515,0,0,81,0,0,12.79,0,0,115.51528
64.901661,28.082428,238.52,100,83,100,0,1.21,0,0,2736.0958
41.944135,20.477074,637.24,10,43,10,0,19.97,0,0,2445.8767
96.841328,98.37649,0,0,49,0,0,9.97,0,0,17.614236
43.508465,34.992885,736.03,100,46,100,0,16.01,0,0,1942.3521
89.918907,102.02025,0,100,48,0,100,11.01,0,100,112.79444
60.097365,58.545114,299.93,100,70,0,100,10.06,0,100,858.94361
40.617918,50.135715,399.61,100,55,0,100,20.89,0,100,2127.1495
87.905079,83.841431,0,100,80,0,100,7.6,0,100,47.9475
77.909488,68.713318,25.81,1,91,1,0,6.62,0,0,949.66167
42.981575,53.512273,824.14,0,18,0,0,31.94,0,0,1274.9303
81.582853,67.635998,5.34,16.5,75,0,0,8.54,0,55,121.94833
53.862988,22.002504,620.33,4.8,58,0,0,18.63,0,16,315.87389
65.052117,26.620452,319.51,10,64,10,0,9.96,0,0,1844.0117
45.927109,53.904037,820.58,0,29,0,0,16.47,0,0,1393.0531
49.424921,34.903275,660.38,97,43,97,0,15.59,0,0,858.09917
76.285973,63.250884,372.02,0,29,0,0,16.19,0,0,8.1842342
70.583073,40.693829,193.13,87,71,87,5,1.38,0,0,1649.1028
22.592624,23.644377,910.47,3.9,25,0,0,23.64,0,13,1932.2233
52.796937,62.805712,286.58,100,23,0,100,27.14,0,17,475.80389
46.205952,50.654784,783.2,0,24,0,0,30.9,0,0,1217.6811
24.209078,32.351838,867.75,10,21,0,10,28.45,0,0,1431.5867
74.995144,90.190315,56.96,0,61,0,0,19.22,0,0,417.47306
34.237552,35.457581,687.97,5.4,24,0,0,27.99,0,18,2337.6061
87.781368,101.76215,0,100,34,0,100,11.88,0,76,47.742359
39.924313,36.072159,828.59,0,16,0,0,31.15,0,0,1233.1646
68.007658,33.146766,107.69,0,84,0,0,2.91,0,0,2166.6904
78.761688,89.523602,16.91,0,39,0,0,19.48,0,0,408.48878
71.240893,38.560858,218.05,100,60,0,100,11.49,0,100,113.61441
79.08267,54.638223,32.93,41,91,41,0,3.25,0,23,1455.2893
66.15984,54.369388,196.69,0,54,0,0,14.53,0,0,1965.5447
76.959788,48.820772,430.76,5.1,30,0,0,14.58,0,17,1046.8986
87.476735,88.480866,0,100,92,100,0,-3.49,0,0,368.43005
51.234694,60.660724,431.65,0,57,0,0,14.19,0,0,1676.5164
76.737536,52.209357,351.55,0,45,0,0,18.57,0,0,18.137215
32.109021,41.720346,904.24,0,17,0,0,31.91,0,0,1823.8874
36.781743,40.309153,873.09,0,20,0,0,30.17,0,0,1736.0057
66.478314,29.375613,309.72,88,19,0,88,10.63,0,13,2603.0056
46.667456,9.1160872,501.96,0,53,0,0,16.6,0,0,1868.5417
74.66776,48.078984,5.34,13,91,13,0,-3.85,0,0,555.61982
77.622885,60.466218,0,34,95,7,34,-0.4,0,0,380.55369
61.903882,25.355079,530.44,0,27,0,0,18.92,0,0,2068.3786
94.603362,115.63734,0,100,94,100,0,1.07,0,0,35.513506
62.905312,31.181577,271.45,98,63,98,0,-0.47,0,0,1270.4655
30.616132,38.343346,723.57,0,21,0,0,31.01,0,0,2320.9125
38.009745,9.2868636,376.47,100,40,0,100,17.62,0,100,465.77028
118.49663,107.59409,312.39,0.6,40,0,0,5.23,0,2,12.823696
43.095481,53.002247,683.52,30,12,0,2,33.62,0,100,1269.1397
28.785351,28.551197,914.03,0,41,0,0,18.66,0,0,2420.1239
43.327208,14.546367,140.62,100,85,100,100,5.56,0.9,0,246.9109
20.379177,30.3786,843.72,0,48,0,0,16.22,0,0,2704.4225
54.65524,40.364961,421.86,8.4,50,0,0,14.41,0,28,2194.7046
56.531101,13.517312,493.95,63,74,10,63,14.19,0.4,0,766.84444
58.218417,59.566094,323.07,0,61,0,0,13.68,0,0,1863.6147
77.477252,87.548907,13.35,100,89,9,100,9.4,0,5,439.5425
57.872279,59.829634,323.07,0,40,0,0,24.91,0,0,1757.9489
28.919806,38.774852,686.19,10,41,10,10,23.68,0,0,2520.7127
79.467317,54.843484,29.37,41,96,41,0,4.24,0,3,1143.4972
46.471318,32.990376,784.98,0.6,32,0,0,20.36,0,2,2189.2986
21.580372,24.177643,884.66,0,17,0,0,31.14,0,0,2442.7958
83.898968,61.159809,371.13,0,48,0,0,9.72,0,0,135.79522
69.839756,73.131664,36.49,100,91,100,32,7.74,0.3,10,683.3875
83.611669,74.151536,426.31,28.2,64,10,0,13.01,0,94,134.7186
67.329881,44.628559,539.34,40,73,40,0,8.52,0.1,0,294.9493
96.418809,114.90111,0,100,90,100,0,6.3,0,0,12.464966
48.524444,15.244918,696.87,0,20,0,0,14.14,0,0,2874.0353
42.724658,6.4935539,673.73,10,27,10,10,23.05,0,0,2622.6328
83.052225,74.482955,453.01,24,58,24,0,15.49,0,0,89.372797
74.317509,46.187931,3.56,8,91,1,8,2.61,0,0,589.7025
80.366062,55.386305,17.8,0,46,0,0,4.93,0,0,804.91065
77.247524,73.299865,0,100,95,100,100,4.47,1.6,17,1.8783543
67.045387,33.074579,121.04,100,94,100,0,-3.08,0,0,19.060523
63.367387,76.376324,242.97,0,30,0,0,21.84,0,0,1104.2833
96.485564,100.16347,0,100,92,100,0,-3.32,0,0,6.3583333
54.731209,61.976099,370.24,0,69,0,0,18.52,0,0,1770.8722
78.636713,74.010996,0,100,91,100,100,1.04,0.1,0,13.995278
75.899097,91.996634,339.09,10,22,0,10,27.29,0,0,1.4001068
81.884239,87.891428,1.78,0,71,0,0,16.81,0,0,299.33823
83.016411,58.024646,2.67,0,79,0,0,2.11,0,0,290.02583
79.259153,59.375875,205.59,91,82,91,0,3.5,0,0,209.04958
58.097601,15.187906,476.15,0,51,0,0,17.19,0,0,2643.3625
28.739821,38.104123,175.33,69,54,68,69,17.34,0,0,1937.2611
85.794994,101.73772,0,100,34,0,100,15.39,0,100,235.90556
75.747813,92.754507,388.04,0,19,0,0,26.98,0,0,0.17312925
21.059551,25.147858,923.82,0,37,0,0,13.79,0,0,2722.5252
62.419861,17.800296,374.69,0,64,0,0,8.24,0,0,2677.5709
23.870931,30.67541,890.89,0,15,0,0,34.66,0,0,1076.2814
87.164192,104.08775,0,0,78,0,0,13.36,0,0,39.58056
66.461441,26.343669,431.65,63,50,63,31,14.25,0,18,100.57167
65.32969,32.713338,147.74,0,75,0,0,2.06,0,0,2254.5837
39.408998,13.105404,429.87,10,47,10,0,19.63,0,0,2226.871
76.867081,69.197492,30.26,91,64,91,4,8.6,0,0,1281.2098
64.162097,73.549331,239.41,6.9,52,0,0,17.62,0,23,1260.2181
38.702687,13.697639,677.29,100,42,0,100,15.85,0,43,2766.8408
51.151217,9.221012,218.94,100,75,100,0,14.83,0.5,0,2280.6075
83.395289,74.218732,429.87,30,56,0,0,16.1,0,100,86.759195
56.043699,58.844129,158.42,100,78,100,6,10.64,0.3,0,52.402778
74.975253,78.559075,405.84,10,35,10,10,16.93,0,0,265.89114
29.334409,38.851904,735.14,0,23,0,0,29.65,0,0,2375.0196
20.379378,30.509555,861.52,0,36,0,0,23.22,0,0,2574.693
82.40997,57.1321,6.23,96,61,0,96,6.08,0,100,251.51667
83.362108,70.958149,306.16,100,52,100,59,8.09,0,0,0.26018519
67.766798,45.712965,20.47,100,91,100,24,3.23,0,33,119.6423
68.631078,81.022408,533.11,0,37,0,0,14.28,0,0,34.019167
28.966081,38.800642,731.58,0,41,0,0,22.72,0,0,1777.6814
53.324996,16.622763,380.03,39,69,39,0,3.6,0,1,2648.7486
81.209573,88.303618,3.56,100,97,100,0,14.18,0,0,446.25336
81.850262,56.547093,9.79,83,96,29,83,3.29,0,41,53.364722
45.632376,15.715145,736.03,0,40,0,0,6.04,0,0,2997.9068
29.719112,27.683077,813.46,30,34,0,24,21.14,0,100,932.53715
68.903345,80.991957,532.22,0,40,0,0,14.44,0,0,27.397222
30.881673,24.825164,443.22,100,37,100,10,23.97,0,0,1966.3816
59.83567,16.278882,510.86,0,39,0,0,15.16,0,0,2529.3766
62.361711,44.886703,694.2,0,33,0,0,9.41,0,0,2242.1163
55.91481,61.239613,351.55,0,43,0,0,19.12,0,0,1780.1068
91.540299,82.343426,0,100,95,100,0,4.06,0,0,36.746111
76.297627,53.538415,63.19,0,39,0,0,7.88,0,0,1889.7278
42.748644,35.560279,503.74,100,31,0,100,19.29,0,100,741.30156
73.864287,76.603726,253.65,100,33,100,0,25.17,0,0,35.414341
68.927461,51.402483,445,80,57,0,80,18.41,0,100,47.361667
66.784438,33.244549,202.03,100,82,100,65,2.37,0.3,0,411.2987
21.381469,30.197891,832.15,0,20,0,0,32.68,0,0,2411.8045
95.983711,115.35318,0,6.9,51,0,0,12.84,0,23,5.3657407
97.929544,80.67598,0,0,15,0,0,3.56,0,0,53.66298
35.316889,11.387007,797.44,0,25,0,0,22.95,0,0,2632.0703
84.886424,61.810516,356,0,48,0,0,8.64,0,0,103.20437
33.676559,35.962739,692.42,0,44,0,0,25.07,0,0,2432.1765
17.730682,28.190432,895.34,0,21,0,0,29.69,0,0,2432.4719
71.419352,38.275079,336.42,100,56,0,100,10.89,0,35,272.02417
17.853986,28.004588,918.48,0,14,0,0,32.44,0,0,2349.2819
83.05182,59.505047,0,0,26,0,0,3.45,0,0,506.59034
93.10191,116.31451,0,100,79,100,100,7.46,0,0,41.259901
66.520735,80.81639,218.05,100,40,0,100,22.67,0,100,17.955301
50.508262,42.994418,461.91,0,56,0,0,19.14,0,0,2090.435
52.570823,62.85815,404.95,0,36,0,0,27.45,0,0,1610.95
88.903192,103.87426,0,100,89,100,6,11.7,0,100,103.5013
65.055064,22.311388,178,23,54,3,23,10.02,0,13,122.785
40.823177,35.808121,816.13,0,29,0,0,22.38,0,0,1993.2708
83.099158,59.16669,0,0,99,0,0,-2,0,0,455.91293
84.963397,71.168361,286.58,100,61,1,100,9.16,0,100,84.115943
52.444228,8.4155326,514.42,0,51,0,0,7.41,0,0,428.09654
24.063614,27.941307,817.02,0,34,0,0,25.3,0,0,2551.6754
93.123826,116.2343,0,100,91,100,0,8.81,0,0,21.443098
85.64453,101.74757,0,13.2,85,0,0,0.99,0,44,85.160466
75.136798,45.734575,1.78,0,31,0,0,4.28,0,0,1300.4193
65.830907,32.647237,530.44,0.3,40,0,0,4.94,0,1,2517.6672
62.006547,56.745047,259.88,100,54,0,100,16.35,0,0,641.99242
75.692655,91.92995,394.27,2.4,15,0,0,31.41,0,8,8.2692897
55.761314,61.341509,339.09,0,68,0,0,16.01,0,0,1600.4072
83.506789,102.41847,0,0,49,0,0,12.79,0,0,196.62583
84.811638,103.8242,0,0,80,0,0,14.39,0,0,69.784058
87.996838,101.78056,0,100,87,0,100,12.65,0,100,125.00493
69.7499,53.238133,157.53,100,46,0,100,9.28,0,100,1024.2631
27.812648,26.998635,906.02,0,14,0,0,31.3,0,0,2284.5681
61.965484,18.053071,473.48,0,63,0,0,8.39,0,0,2371.286
63.124478,32.107017,105.02,100,91,100,0,-3.09,0.1,0,411.75982
70.375157,60.337709,630.12,0,31,0,0,17.8,0,0,919.99007
40.09249,50.180268,597.19,0,39,0,0,23.43,0,0,2160.8047
50.986999,10.148528,364.01,100,80,100,100,15.07,0.2,27,378.63416
73.206627,89.520936,83.66,0,80,0,0,13.92,0,0,499.90583
46.398705,50.580699,798.33,0.3,11,0,0,32.44,0,1,1363.0129
96.622456,81.83593,0,0,65,0,0,5.07,0,0,105.49856
51.134438,15.709008,444.11,8.4,63,0,0,2.82,0,28,1730.1885
85.026725,67.554289,0,0,69,0,0,7.55,0,0,1092.8883
81.722801,56.429247,8.01,100,95,100,0,5.05,0,11,1216.1169
74.790998,78.66212,436.99,0,39,0,0,17.5,0,0,553.73389
75.002668,45.760553,1.78,4,44,0,4,0.82,0,0,1411.1547
68.764788,61.019728,136.17,100,77,100,100,8.1,0.6,0,47.087222
31.266964,37.923796,663.05,10,21,0,10,29.16,0,0,2065.6572
78.600632,60.534132,0,100,92,100,0,-2.78,0.2,0,37.861475
48.990662,20.683276,557.14,30,54,0,0,20.81,0,100,323.24278
61.589908,17.742657,425.42,100,57,100,8,6.87,0,13,1838.1322
43.175704,45.689189,408.51,65,69,65,0,9.05,0,0,2182.0626
58.659616,15.678682,482.38,0,22,0,0,17.67,0,0,2666.1872
27.37169,22.961827,454.79,10,53,10,0,22.03,0.2,24,2047.0364
35.807448,22.116527,852.62,0,39,0,0,17.06,0,0,1899.5985
110.26143,110.70751,193.13,100,48,0,100,7.39,0,0,83.10049
45.80227,34.96995,577.61,16,28,16,10,21.82,0.3,0,1965.7719
75.965296,93.011719,356.89,10,35,10,10,23.87,0,0,17.824214
76.530705,90.145297,36.49,46,95,46,0,15.22,0,0,397.33167
80.415065,59.660096,424.53,37,67,3,37,11.4,0,30,240.54478
57.865819,46.434174,210.04,85,63,85,25,8.72,0,27,194.02072
75.73985,87.609488,50.73,65,61,0,65,13.93,0,76,552.97472
24.09011,32.425714,914.03,79,21,79,0,27.89,0,0,1740.2599
88.237882,103.98068,0,0,92,0,0,14.38,0,0,51.456436
18.226372,27.589214,907.8,0,21,0,0,30.27,0,0,2416.5172
61.780908,17.900588,465.47,30,64,1,0,9.16,0,100,802.73694
40.370749,18.513941,822.36,0.6,35,0,0,16.96,0,2,2516.2902
18.503594,27.294846,887.33,7.2,11,0,0,33.95,0,24,2345.2929
77.5619,49.264312,328.41,4.5,31,0,0,17.27,0,15,22.862601
57.604906,13.160088,312.39,100,73,100,100,2.74,0,0,162.37921
57.827528,58.63747,258.1,100,79,100,0,4.4,0,0,774.27258
27.564683,27.194178,895.34,0,26,0,0,29.88,0,0,2238.3523
64.853079,76.264381,207.37,0,64,0,0,21.85,0,0,1076.0933
25.809786,31.16969,923.82,0,38,0,0,17.85,0,0,2267.0334
69.449955,78.309909,504.63,0,22,0,0,27.71,0,0,20.510556
59.98786,19.764091,480.6,78,81,78,0,10.41,0.1,3,258.036
73.483665,42.769416,94.34,100,76,100,100,7.46,0.2,66,1249.8033
83.527606,102.98727,0,0,69,0,0,10.31,0,0,78.268686
23.229957,26.753332,555.36,100,62,100,0,11.64,0,0,500.10215
73.644547,89.823978,85.44,1.2,57,0,0,17.86,0,4,449.83472
63.15247,18.53492,373.8,0,62,0,0,6.32,0,0,2637.6611
50.518486,62.179896,83.66,100,91,100,100,8.55,1,100,821.05625
46.018655,50.730389,728.02,10,23,0,10,32.54,0,0,847.23539
59.509312,58.55337,317.73,27,38,0,27,13.25,0,0,1281.1426
28.715916,38.331212,223.39,100,57,100,66,12.59,0,0,1356.4026
35.490859,17.269399,276.79,71,42,10,71,7.66,0,0,1153.9587
49.446804,29.245295,333.75,100,75,100,5,4.1,0,0,159.23395
54.30514,66.530439,706.66,0,16,0,0,33.04,0,0,539.84028
63.859801,73.634625,237.63,81,40,0,81,17.69,0,0,1255.5621
63.275201,25.948266,501.96,0,44,0,0,17.59,0,0,2020.9667
30.708936,26.756291,842.83,7.2,48,0,0,19.16,0,24,2224.6013
74.771858,44.236751,115.7,12,53,3,12,7.33,0,17,491.76056
51.88121,23.860525,483.27,10,60,10,0,15.07,0,2,2562.8895
29.052068,37.329154,736.03,0,27,0,0,26.63,0,0,2378.1797
75.649052,69.854948,50.73,100,34,0,100,14.08,0,36,1143.4583
64.819803,22.691118,255.43,0,36,0,0,6.9,0,0,2307.0852
59.412694,45.768773,737.81,0,32,0,0,9.87,0,0,2153.0843
58.234292,19.17733,187.79,84,77,84,0,-2.66,0,0,946.81661
86.109672,101.72282,0,7.5,54,0,0,12.41,0,25,121.5975
75.640972,91.066991,385.37,0,11,0,0,33.55,0,0,3.1170455
54.914738,40.233449,410.29,0,45,0,0,17.48,0,0,2377.6437
50.967393,42.657981,461.02,0,32,0,0,20.37,0,0,2386.9821
77.484977,89.012663,331.08,0,10,0,0,30.91,0,0,14.931733
50.144015,20.921856,693.31,0,42,0,0,17.18,0,0,2015.4089
47.10429,25.370922,559.81,0,38,0,0,19.17,0,0,2235.7222
76.657616,87.556746,24.03,16,83,16,0,6.9,0,0,495.92664
64.867832,21.988497,376.47,10.8,33,0,0,14.52,0,36,843.39889
21.685687,24.537048,881.99,4.8,26,0,0,25.44,0,16,2469.0558
44.838493,9.5689547,645.25,0,31,0,0,19.61,0,0,2602.1639
47.070764,53.338937,590.96,100,35,0,100,21.56,0,100,1452.4154
95.793915,103.04462,0,2,88,2,0,-0.48,0,0,18.831473
53.512916,59.44134,308.83,10,67,10,0,12.22,0,0,1454.5389
58.934417,58.571531,186.01,100,46,89,100,10.12,0,100,291.55472
97.747113,80.738144,0,77,92,77,0,4.3,0,0,14.99246
55.062333,17.462499,167.32,100,85,100,0,4.67,0,0,213.51918
96.298003,116.01648,0,100,61,0,100,16.81,0,0,12.173077
54.736922,65.507747,712.89,0,9,0,0,34.81,0,0,566.97778
118.31051,107.68261,302.6,0.3,55,0,0,6.84,0,1,25.198679
50.490355,61.990433,256.32,10,73,10,0,13.62,0,0,565.345
76.919574,48.452849,172.66,100,80,100,100,8,0,100,20.055031
65.121011,22.579033,362.23,0,52,0,0,10.12,0,0,2487.2444
68.748273,32.006609,180.67,100,87,100,0,6.01,0,0,1183.1712
75.57753,74.662793,393.38,0,31,0,0,19.63,0,0,25.66378
25.194906,21.053385,784.98,30,35,0,0,20.79,0,100,799.65878
96.954752,98.15075,0,6.6,39,0,0,12.1,0,22,44.332979
58.380831,15.434044,484.16,0,28,0,0,17.63,0,0,2607.4288
68.959586,38.73248,453.01,0,40,0,0,17.98,0,0,586.52722
60.454572,15.883609,366.68,70,85,70,0,0.99,0,0,68.468864
78.759427,68.376035,10.68,100,91,100,4,11.53,0,0,717.65272
49.376551,20.757456,449.45,100,65,3,100,18.06,0,100,327.3825
52.606502,16.303157,410.29,43,71,0,43,7.93,0,0,738.98194
57.822584,44.15173,172.66,62,81,62,43,2.66,0.1,0,82.954039
73.338925,42.639017,138.84,93,86,93,52,5.58,0,54,436.09806
67.354523,33.114848,119.26,0,75,0,0,-1.68,0,0,2219.2605
98.094323,95.603256,0,100,83,100,0,8.12,0,0,27.860648
80.258856,59.706246,407.62,100,81,100,0,11.42,0,3,3.274586
64.980751,76.234954,209.15,0,58,0,0,18.2,0,0,1097.0597
70.48746,53.119106,153.08,39,86,39,0,11.47,0,24,803.87278
69.198913,34.916885,111.25,0,43,0,0,1.6,0,0,2175.1235
87.205748,68.003328,0,3.3,83,0,0,7.34,0,11,417.32928
52.243626,59.97914,428.98,0,59,0,0,9.23,0,0,1995.2047
39.295543,49.638076,607.87,0,58,0,0,13.63,0,0,2327.4075
18.694324,27.392946,891.78,30,20,0,30,26.6,0,100,2129.4972
56.094501,35.702699,404.06,100,63,10,100,18.09,0,100,123.67191
61.907352,75.62745,263.44,0,65,0,0,14.21,0,0,1210.7211
95.256111,114.80964,0,100,35,0,100,15.5,0,100,27.778667
65.571444,26.759039,450.34,0,63,0,0,13.25,0,0,784.4
77.524267,50.922388,323.96,100,15,0,100,14.93,0,100,55.187
31.85861,19.532471,324.85,100,49,100,10,11.12,0,0,1584.8421
32.943673,42.40698,473.48,85,37,85,71,22.17,0,0,1601.8357
77.693408,87.55157,25.81,100,85,19,100,9.06,0,100,572.78167
41.333094,14.899849,302.6,100,80,100,0,7.68,0.7,0,219.53748
32.506075,40.735281,892.67,0,24,0,0,31.14,0,0,1827.9522
34.293318,23.451198,582.06,100,49,100,23,15.63,0,100,772.99624
65.803749,38.06154,342.65,100,69,100,100,14.72,0,1,210.95528
71.566938,46.275239,13.35,100,92,100,0,-3.44,0,0,1516.1773
55.573271,58.923357,323.07,100,74,55,100,9.34,0,100,1596.0814
56.458337,35.772956,609.65,42,46,42,0,17.59,0,0,1322.4706
57.072716,67.289679,638.13,10,36,10,10,18.44,0.1,0,605.47153
55.153058,10.865273,471.7,100,68,21,100,2.17,0,29,1798.4442
72.945814,71.579169,73.87,100,62,0,100,14.49,0,1,368.78828
63.909899,32.330991,110.36,100,87,100,0,-0.22,0,0,540.26354
75.793127,92.804043,385.37,0,35,0,0,24.52,0,0,0.06462585
97.136229,113.25051,0,100,89,100,100,5.94,0,0,0.23489583
96.493611,102.85315,0,100,94,100,0,3.05,0,0,11.032749
40.780817,47.117423,360.45,100,70,100,0,9.73,0,0,571.08265
89.160805,101.91381,0,3,93,3,0,1.8,0,0,80.946667
61.326034,36.890753,490.39,3.6,47,0,3,16.46,0,12,258.41179
60.186163,31.264039,97.9,100,85,100,0,4.31,0,0,202.60269
32.637182,42.402518,277.68,15,45,15,10,14.55,0.1,0,611.0575
55.911796,67.416618,332.86,10,26,10,10,26.41,0,0,485.90799
75.478231,73.61409,48.06,0,81,0,0,6.94,0,0,1245.102
78.367527,87.570263,20.47,36,93,36,0,2.53,0,0,413.49556
66.376121,26.106963,443.22,100,33,0,100,13.45,0,97,1250.67
45.081935,5.917134,584.73,100,34,10,100,21.41,0,12,1234.1639
61.599618,57.027272,278.57,8.1,70,0,0,17.45,0,27,1832.8106
75.544532,92.30551,387.15,0,14,0,0,32.69,0,0,7.144898
65.777967,73.255348,85.44,100,38,0,100,15.14,0,43,225.41778
97.459949,97.694866,0,100,97,100,0,9.73,0,0,32.645652
63.93023,63.765953,399.61,10,44,10,10,15.95,0,0,379.04449
63.446108,73.774488,217.16,89,81,89,0,8.27,0,0,1319.4406
71.124574,37.204638,414.74,6.3,43,3,0,13.07,0,21,179.9175
64.421401,26.404509,375.58,100,53,100,50,7.64,0,0,603.27917
26.253441,23.917891,849.95,0,43,0,0,15.12,0,0,2766.9354
44.296268,45.239659,521.54,12,46,12,0,16.14,0,0,2194.0856
69.516981,35.360702,473.48,0,42,0,0,8.93,0,0,2293.5854
64.043501,22.415204,263.44,0,40,0,0,9.49,0,0,2533.2102
54.827305,10.564848,359.56,100,72,100,100,5.03,0,0,2495.5364
56.532131,58.773664,205.59,100,42,0,100,14.93,0,100,794.80667
44.116039,54.355005,763.62,10,18,0,10,28.51,0,0,635.35472
75.750027,92.653215,159.31,100,56,100,13,13.84,0,11,0.74384058
31.512384,19.773747,788.54,2,59,2,0,9.67,0,0,2920.693
43.727013,35.202744,789.43,5,29,5,0,26.07,0,0,904.50111
65.975836,26.815692,453.01,0,40,0,0,14.46,0,0,2017.3037
93.663182,116.06345,0,17,88,0,17,11.15,0,48,3.7177596
28.529137,17.436577,840.16,0,19,0,0,30.08,0,0,2422.2056
21.471742,24.74639,893.56,7,49,7,0,15.68,0,0,1011.8619
47.903901,32.171913,639.91,100,72,100,0,11.17,0,3,326.12917
85.642185,67.638567,0,0,35,0,0,7,0,0,1028.9506
81.164712,55.959562,12.46,100,95,100,8,4.25,0,16,564.96887
63.56121,22.816323,389.82,100,55,0,100,8.96,0,100,177.40503
73.578499,88.121051,57.85,100,92,100,0,4.87,0,0,562.46111
65.481795,58.830151,174.44,100,82,100,0,-1.38,0,0,1120.8914
31.532731,34.595168,728.02,4.5,23,0,0,22.57,0,15,2520.9164
63.644867,19.400663,428.98,33,41,0,33,14.34,0,5,391.94444
39.693375,18.996071,821.47,8.1,30,0,0,19.81,0,27,2529.9274
66.780056,44.58035,460.13,5,60,5,0,4.53,0,0,402.96303
62.142611,74.557604,258.1,0,58,0,0,15.48,0,0,1243.9342
81.341874,75.150699,507.3,0,24,0,0,18.12,0,0,201.97139
65.083226,22.376969,303.49,100,80,100,0,7.43,0,0,2574.6883
83.778682,86.630305,0,19,84,0,19,13,0,43,512.45361
55.687545,13.206067,469.03,74,61,0,74,14.08,0,0,469.48639
76.301187,60.337189,0,0,95,0,0,-1.56,0,0,729.90932
95.686203,114.66372,0,23.1,49,0,0,12.35,0,77,11.303125
56.303697,22.920748,353.33,100,41,100,100,17.71,0,19,337.26444
67.159374,45.570663,32.04,100,94,100,0,-2.79,0,0,214.27725
34.465871,41.850135,898.9,0,25,0,0,23.94,0,0,1911.9451
54.164189,9.957474,488.61,10,56,10,0,7.25,0,0,2909.5366
65.351595,24.669091,435.21,0,29,0,0,12.25,0,0,2477.8934
35.697052,11.075752,753.83,100,24,0,100,24.82,0,22,2442.7704
61.555764,21.023016,502.85,0,47,0,0,3.86,0,0,2822.5761
38.685736,7.8841805,170.88,100,85,100,4,5.98,0.4,33,531.99432
56.666279,64.497993,263.44,10,30,10,10,25.26,0,0,79.649167
61.520635,65.266343,237.63,100,41,100,100,16.11,0,100,183.96861
65.117182,22.49023,334.64,100,45,0,100,11.37,0,100,1781.0343
91.169117,70.273536,0,100,81,100,100,5.85,0,0,34.078333
62.760885,63.918616,591.85,0,22,0,0,28.62,0,0,598.1148
67.745898,81.046765,530.44,0,21,0,0,25.71,0,0,35.986163
42.989491,53.375439,826.81,3.6,17,0,0,28.15,0,12,1348.6867
39.640712,30.54396,630.12,1.5,29,0,0,27.2,0,5,2493.6701
52.731269,15.672217,614.1,0,59,0,0,6.68,0,0,2881.9097
52.794839,8.7251556,293.7,40,74,40,0,2.05,0,0,1299.9747
33.30991,42.338906,898.9,0,16,0,0,28.64,0,0,1874.6282
66.883249,45.556679,51.62,0,88,0,0,0.47,0,0,1783.8262
85.689773,88.269994,0,0,52,0,0,7.15,0,0,414.33761
75.489172,91.99762,386.26,0,22,0,0,29.01,0,0,2.5763948
21.25791,28.939871,833.04,10,33,10,0,24.17,0,0,1584.5258
32.114173,41.922546,898.9,0,18,0,0,31.87,0,0,1792.8103
60.223538,15.660676,405.84,78,79,78,0,-0.13,0,0,2386.7665
72.759781,59.877091,0,63,99,63,0,7.58,0,0,158.79974
34.824889,34.920687,681.74,0,46,0,0,22.22,0,0,2438.5142
65.574665,79.897406,557.14,0,14,0,0,33.6,0,0,84.366944
77.228779,49.073008,436.99,0,28,0,0,10.07,0,0,1063.8302
60.08491,38.546952,116.59,87,84,78,87,12.84,0.3,0,112.96528
66.50419,44.563251,129.05,100,92,100,100,1.22,0.4,0,715.04669
64.160846,32.40125,73.87,100,79,100,100,1.44,0.3,0,696.74
44.408201,35.109414,712.89,30,37,0,0,22.35,0,100,1284.2861
95.573834,115.50979,0,17.4,90,0,0,1.77,0,58,1.2684524
49.056241,34.891829,709.33,0,41,0,0,19.32,0,0,835.90167
76.422767,73.72891,30.26,100,91,100,0,-2.5,0,0,1005.7376
48.858909,52.22192,196.69,100,67,38,100,17.38,0.5,100,145.63981
67.744057,39.373732,237.63,0,33,0,0,11.43,0,0,2366.2903
85.221009,101.78642,0,0,82,0,0,8.17,0,0,83.561389
93.825484,116.03059,0,0,83,0,0,8.46,0,0,4.1715847
85.180393,85.640699,0,0,91,0,0,5.18,0,0,539.61267
51.235768,23.966076,517.09,0,55,0,0,13.59,0,0,2062.1599
59.801752,58.548009,302.6,10,69,10,0,11.21,0,0,1161.8054
71.419365,37.891885,407.62,5.4,27,0,0,17.94,0,18,505.70417
61.139597,25.015378,542.01,0,33,0,0,19.65,0,0,2098.9661
