zenith,angle_of_incidence,shortwave_radiation_backwards_sfc,total_cloud_cover_sfc,relative_humidity_2_m_above_gnd,low_cloud_cover_low_cld_lay,medium_cloud_cover_mid_cld_lay,temperature_2_m_above_gnd,total_precipitation_sfc,high_cloud_cover_high_cld_lay,generated_power_kw
66.316032,32.943347,488.61,0,59,0,0,3.12,0,0,1494.7838
75.455559,59.212126,532.22,0,46,0,0,10.08,0,0,680.90394
40.255302,50.181104,583.84,0,40,0,0,26.34,0,0,2134.8369
42.725391,20.384431,783.2,0,29,0,0,19.94,0,0,2411.5733
63.506526,18.896941,366.68,0,33,0,0,11.34,0,0,2534.3489
70.746479,51.75516,352.44,100,39,0,100,20.5,0,100,56.954167
66.180898,38.884746,190.46,100,80,100,100,12.18,0.2,100,644.89
60.646309,38.473819,347.99,0,41,0,0,11.69,0,0,2537.3799
51.302215,49.54214,732.47,0,22,0,0,26.57,0,0,1360.3592
30.965077,26.516503,900.68,0,40,0,0,15.33,0,0,2564.0957
60.076104,16.480281,515.31,0.3,34,0,0,14.8,0,1,2547.4292
62.989666,76.317989,250.98,3.6,33,0,0,25.96,0,12,1068.0122
41.541687,7.0427804,724.46,59,27,0,59,22.16,0,0,2702.8226
23.693191,28.285035,753.83,10,37,10,10,28.13,0,0,2314.2858
66.62328,73.174862,186.9,0,67,0,0,7.1,0,0,674.08814
78.046303,50.558621,220.72,100,56,0,100,11.22,0,41,53.775641
44.446989,47.922447,551.8,0,15,0,0,27.24,0,0,2185.4592
29.661357,38.785775,722.68,0,33,0,0,28.05,0,0,2382.9092
33.998905,23.716137,351.55,45,50,45,10,11.58,0,0,1840.981
59.495415,14.96069,419.19,2,31,0,2,5.7,0,0,1495.0268
66.594665,62.191587,547.35,82,32,0,82,17.89,0,100,477.62872
20.018578,25.741686,831.26,10,25,10,10,28.67,0,0,1379.6241
54.958868,29.902845,572.27,100,72,100,0,14.62,0,0,1586.9667
28.568171,21.984587,664.83,100,54,70,100,12.81,0,100,1554.0867
75.834749,53.414592,69.42,0,34,0,0,8.59,0,0,1903.3239
61.833799,75.107018,269.67,2,42,0,2,20,0,0,1222.9206
47.728064,45.210353,502.85,0,59,0,0,13.09,0,0,1505.6722
45.474603,20.293605,736.03,6.3,15,0,0,25.25,0,21,2049.9486
62.975614,64.36801,199.36,23,62,23,10,12.32,0.1,0,54.054428
75.853518,47.925942,456.57,0,26,0,0,14.87,0,0,1107.7147
128.41537,121.4087,292.81,16,75,6,16,10.43,0,24,3.9839181
79.563047,59.532164,236.74,100,77,100,100,4.82,0.3,0,136.57458
66.19853,79.000425,396.94,10,13,0,10,32.5,0,0,109.22472
66.629171,75.64427,194.91,8.1,42,0,0,20.52,0,27,1123.1703
90.495805,69.708423,0,29,98,0,29,3.02,0,9,296.83528
36.207826,16.76611,699.54,92,57,0,92,13.28,0,26,2954.9119
61.875664,65.051047,260.77,100,55,100,0,13.86,0,0,407.97437
63.196856,73.874797,170.88,100,83,100,0,6.44,0,0,714.60694
70.087167,38.83238,415.63,23.4,60,3,5,10.68,0,78,179.49018
76.153824,62.68487,364.01,5.4,33,0,0,18.95,0,18,7.2953125
50.310665,51.210566,245.64,100,58,100,100,14.08,0.5,100,586.81734
75.045602,63.798849,396.05,12,37,0,12,19.26,0,18,29.98888
37.366523,21.607161,762.73,10,36,10,10,21.13,0,0,1548.2603
27.610232,24.451447,780.53,0,23,0,0,27.48,0,0,2610.7439
56.383784,18.153666,359.56,30,71,0,30,5.11,0,0,2625.0994
58.530062,44.226978,173.55,0,63,0,0,2.06,0,0,1957.4223
48.688699,34.88436,485.05,100,40,0,100,18.65,0,100,392.30528
48.129789,50.052104,764.51,0,34,0,0,22.46,0,0,781.24077
32.917377,18.820769,348.88,100,54,100,100,10.17,0,100,671.30361
76.486782,89.769634,349.77,0,25,0,0,30,0,0,0.050462963
66.227835,44.550898,611.43,0,46,0,0,9.74,0,0,2118.8114
46.373678,46.345717,490.39,10,51,10,0,21.89,0,0,2218.885
92.790793,82.057974,0,100,80,100,0,8.52,0,0,6.8413889
47.044366,20.401202,503.74,22,33,22,10,19.56,0,0,185.99861
69.183279,80.950636,516.2,0,33,0,0,23.09,0,0,32.16275
93.272489,116.74016,0,0,78,0,0,13.5,0,0,11.735
81.553972,75.059675,493.95,0,27,0,0,19.08,0,0,155.41676
48.674869,24.692867,535.78,0,54,0,0,17.38,0,0,756.10667
77.030311,91.608365,353.33,0,41,0,0,13,0,0,0.021505376
72.980361,88.642534,87.22,0,36,0,0,17.01,0,0,341.01194
41.812435,5.3337756,377.36,100,67,100,10,5.14,0,0,505.88852
88.142283,68.347869,0,13,93,13,0,3.07,0,23,255.03637
43.79,52.075145,663.05,2,23,0,2,29.55,0,0,1314.3547
76.441353,59.189419,504.63,9,72,9,0,8.79,0,0,49.494442
45.823458,46.804852,520.65,0,57,0,0,15.26,0,0,1181.2256
66.573154,38.250639,485.94,0,49,0,0,19.98,0,0,559.34444
35.82248,31.875268,276.79,100,66,100,100,11.06,0.3,100,414.85
68.005055,78.443609,345.32,10,35,10,10,23.9,0,0,22.528889
77.227122,48.720149,301.71,79,43,0,79,10.6,0,100,62.523114
91.03513,103.31423,0,0,82,0,0,14.62,0,0,47.984167
34.004005,18.133489,765.4,0,45,0,0,15.14,0,0,2834.7809
62.917593,50.274675,207.37,10,33,10,10,19.31,0,0,68.511111
60.289928,44.449197,146.85,0,59,0,0,7.51,0,0,1820.7111
90.197601,69.489896,0,100,97,100,26,4,0,24,261.69984
85.106924,88.20501,0,0,29,0,0,3.23,0,0,453.44921
64.129575,37.627233,355.11,100,59,100,0,17.58,0,25,409.17583
28.808291,38.668532,759.17,0,25,0,0,24.35,0,0,2454.84
53.595937,48.915091,607.87,100,72,67,100,8.68,0,86,179.46546
23.388795,32.78099,155.75,100,77,30,100,14.77,0.6,100,1046.3192
69.688441,40.215193,200.25,100,38,0,100,9.4,0,0,2193.7681
67.453595,33.702217,382.7,60,76,60,0,1.82,0,0,357.74893
62.761807,74.089478,239.41,56,77,56,0,4.19,0,0,1322.5331
83.430397,102.69329,0,100,83,100,100,7.24,0,0,264.80667
28.86067,17.125265,776.97,10,21,10,10,30.54,0,0,1906.6982
67.890934,33.148459,110.36,0,63,0,0,2.55,0,0,2127.6647
99.301826,81.058785,0,9.9,96,0,0,-0.54,0,33,1.2372549
34.128335,12.158329,827.7,0,35,0,0,13.9,0,0,2949.8447
72.376696,46.335747,9.79,3,91,3,0,-1.73,0,0,1563.6986
58.737775,49.692252,612.32,100,42,100,0,15.82,0,0,597.69222
81.59042,56.311434,9.79,100,93,1,100,5.25,0,96,1342.3903
83.719925,61.055217,373.8,95,37,0,95,12.09,0,26,40.214319
18.134576,27.890748,69.42,100,85,100,100,12.73,0.2,100,1913.0475
43.072238,29.561765,630.12,0,47,0,0,7.92,0,0,2818.3444
45.324711,51.046192,447.67,10,34,10,10,26.36,0,0,1135.7866
64.26402,19.806907,428.98,82,36,0,82,13.75,0,0,1485.1517
66.981729,80.951273,302.6,100,23,1,100,26.45,0,0,33.983056
82.680525,57.475171,5.34,18,63,0,18,4.1,0,17,999.81583
70.605886,36.490199,418.3,2.7,46,0,0,12.87,0,9,731.07806
34.352737,38.847051,880.21,0,15,0,0,31.31,0,0,1901.7589
59.423268,24.91238,299.04,61,79,30,61,9.81,0.1,13,1794.42
93.547359,117.00657,0,0,52,0,0,18.27,0,0,3.5116667
78.388854,59.332379,369.35,100,56,100,0,1.19,0,0,63.384136
27.322417,27.388745,830.37,10,24,0,10,32.43,0,0,1677.8271
41.284927,29.91797,130.83,100,84,100,100,3.37,0.7,100,570.19271
33.393895,12.875291,231.4,100,82,100,100,4.86,1.9,100,526.54606
52.920297,43.900644,447.67,0,65,0,0,8.21,0,0,2535.9097
83.967104,103.42052,0,0,41,0,0,18.19,0,0,107.07253
81.13177,87.763948,0.89,100,94,100,100,7.2,0,100,362.05992
75.160374,78.454727,354.22,10,44,10,10,15.44,0,0,337.71405
57.201559,67.260572,693.31,0,31,0,0,16.42,0,0,546.54464
54.809353,67.158754,277.68,61,58,61,10,13.82,0,2,496.36222
72.708599,73.319083,90.78,34,85,34,16,5.59,0,18,1198.7506
54.962792,65.310886,585.62,0,19,0,0,31.19,0,0,307.55111
48.679598,44.188175,465.47,100,30,0,100,14.07,0,24,844.356
83.476808,102.8884,0,0,98,0,0,7.41,0,0,95.71669
54.363824,66.03588,695.09,7.8,17,0,0,33.85,0,26,548.62917
39.074226,7.5422315,425.42,20,61,20,0,2.88,0,0,1723.1202
71.591282,64.932519,472.59,46,21,0,46,24.23,0,0,77.376389
51.658123,21.308287,544.68,100,50,100,100,18.94,0,100,388.45904
88.412045,88.610039,0,100,95,100,17,2.81,0,94,93.382289
69.937315,64.666087,502.85,0,28,0,0,22.86,0,0,165.79746
74.411469,52.347348,396.05,1.8,53,0,0,20.54,0,6,17.447222
41.668663,46.485842,544.68,100,20,0,100,28.52,0,28,1445.6464
32.799904,36.72658,692.42,0,35,0,0,26.47,0,0,2411.25
33.451764,33.205798,525.1,32,59,32,0,10.63,0,0,2754.425
22.25788,23.505535,886.44,0,26,0,0,28.28,0,0,2495.1962
36.296232,33.561381,623.89,10,48,10,0,17.93,0,0,2224.6643
96.281857,114.98163,0,0,96,0,0,7.07,0,0,3.9043333
83.46126,102.50679,0,100,82,100,100,13.6,0,2,154.38554
77.305682,48.741808,322.18,100,39,0,100,13.05,0,89,22.17766
41.559348,11.447988,686.19,0,27,0,0,20.81,0,0,2790.1867
56.134837,47.335557,626.56,100,32,0,100,17.82,0,100,1179.3527
55.172189,67.310613,194.91,74,47,74,74,20.68,0.3,2,237.40942
41.229874,29.216617,297.26,67,60,67,67,16.36,0.3,0,1550.3039
73.001165,59.548279,545.57,30,53,0,0,16.57,0,100,905.77123
85.49866,101.75897,0,0,93,0,0,1.41,0,0,90.211685
68.772691,38.704164,473.48,2.1,32,0,0,15.62,0,7,659.01694
73.221311,78.434636,453.01,0,32,0,0,20.1,0,0,44.675278
67.283417,30.13742,277.68,0,52,0,0,11.07,0,0,2449.0381
96.225722,114.34066,0,100,45,0,100,7.58,0,100,10.869697
70.470081,38.818926,320.4,0,59,0,0,10.47,0,0,523.99333
50.787045,8.9506436,227.84,100,78,100,100,14.96,1.1,27,316.66327
58.927564,59.021027,309.72,0,39,0,0,20.82,0,0,1861.7247
64.729974,21.791321,152.19,100,68,100,56,9.41,0,0,1252.9331
59.466615,24.2693,187.79,100,62,100,66,13.92,0.5,0,146.5776
58.748136,59.159264,314.17,0,66,0,0,18.57,0,0,1860.5789
67.137515,78.622857,536.67,0,26,0,0,27.07,0,0,23.547222
59.36976,19.826606,195.8,100,72,100,100,2.38,0.1,0,424.49561
74.607618,78.763779,414.74,30,35,0,0,19.45,0,100,330.06728
64.032159,19.45912,434.32,9.3,44,0,0,14.33,0,31,1807.4567
75.214798,73.806538,380.92,19,35,0,19,17.18,0,5,22.832843
86.415733,85.179187,0,81,66,0,81,3.35,0,45,16.812366
71.243402,37.417957,404.95,0,44,0,0,13.91,0,0,674.12889
71.334719,37.617972,288.36,100,53,100,55,13.25,0,20,101.35972
50.420386,8.683002,382.7,6.9,65,0,0,17.13,0,23,646.08583
77.712884,49.748935,327.52,3,57,0,0,10.71,0,10,21.929078
95.56,115.72744,0,0,92,0,0,1.78,0,0,0.52844828
65.122873,22.537702,369.35,63,43,4,63,10.76,0,73,2228.3088
51.200008,42.49145,412.07,100,35,0,100,21.34,0,91,1712.3222
50.558787,62.29748,445,0,56,0,0,13.9,0,0,1865.8973
67.540522,73.12601,179.78,11.1,70,0,0,7.69,0,37,1244.7293
80.08203,75.733306,488.61,10,48,10,0,10.44,0,0,144.51816
24.844472,20.967245,861.52,0,29,0,0,27.31,0,0,2497.5328
51.858232,60.20071,285.69,100,69,100,0,9.04,0,0,925.16472
42.338868,28.352779,610.54,0,30,0,0,21.42,0,0,2660.8495
37.757563,16.044646,734.25,4.5,26,0,0,16.75,0,15,2859.7307
87.943014,85.944587,351.55,0,36,0,0,9.08,0,0,3.7451389
65.926764,28.898079,192.24,67,80,67,0,6.82,0,0,1809.6006
39.503303,38.136958,305.27,100,54,100,100,13.83,0,100,442.64339
72.937477,88.746241,95.23,34,48,0,34,17.53,0,0,583.48361
95.192197,101.3975,0,0,52,0,0,12.4,0,0,11.566667
94.221276,115.99157,0,100,94,100,0,4.84,0,0,1.4472678
43.016889,53.231148,822.36,0,18,0,0,31.51,0,0,1287.0314
63.877571,26.195112,376.47,10,49,10,0,7.24,0,0,1373.3216
65.452281,26.731944,477.93,67,11,0,67,15.46,0,20,2055.4789
62.292384,31.866378,188.68,74,83,74,0,-0.72,0,0,2446.9025
40.393618,20.748681,783.2,2,23,2,0,24.56,0,0,2382.784
56.619717,13.947443,187.79,100,80,100,100,13.1,0.1,100,814.23306
63.173118,76.352121,240.3,30,68,2,0,17.25,0,100,1112.4367
77.420155,53.906162,54.29,4.5,79,0,0,4.18,0,15,1817.4116
72.359527,59.70866,0,100,92,100,0,3.14,0,0,313.16457
68.50567,31.58356,245.64,100,37,0,100,13.54,0,65,713.95056
53.73597,11.779188,524.21,3.9,73,0,0,14.73,0.2,13,252.90611
83.613377,102.29356,0,0,47,0,0,12.35,0,0,248.27722
33.860616,35.798044,501.96,10,34,0,10,29.17,0,0,899.50944
69.852468,51.58343,470.81,82,43,0,82,15.89,0,0,70.455833
61.654715,25.244709,539.34,0,21,0,0,21.06,0,0,2090.3642
75.072027,91.648609,192.24,100,49,100,0,16.48,0,0,0.034722222
96.805084,99.45408,0,0,55,0,0,7.27,0,0,9.2493827
31.722031,34.441377,614.99,100,16,0,100,29.91,0,35,1625.2283
73.658816,46.568426,234.96,100,79,100,66,2.27,0.4,0,435.15191
69.781467,59.344908,8.9,24.6,51,0,0,5.13,0,82,1119.0581
83.065885,58.130442,3.56,100,91,0,100,3.1,0,100,705.79583
75.710175,71.789045,138.84,16,59,14,16,9.05,0,20,0.0375
66.057723,64.156992,329.3,60,25,60,60,22.37,0.3,0,395.16639
48.19625,32.018569,378.25,100,57,100,0,3.76,0,0,1689.6365
66.299929,29.217762,316.84,0,18,0,0,10.69,0,0,2581.3196
66.437807,80.783329,163.76,100,49,88,100,20.15,0.6,0,8.1708851
28.339902,28.960883,891.78,5.4,29,0,0,25.73,0,18,2153.6072
46.499832,4.0875217,618.55,0,17,0,0,12.72,0,0,2922.9944
81.013617,55.843238,13.35,0,72,0,0,4.55,0,0,1506.1077
83.232999,59.024684,0,0,30,0,0,4.25,0,0,418.46229
62.239099,19.036487,412.96,0,54,0,0,5.99,0,0,2548.8546
34.350699,17.860486,285.69,100,55,38,100,12.58,0,100,2260.9511
68.048403,53.659552,184.23,4,82,4,0,11.98,0,3,1847.6031
78.600481,87.579966,11.57,100,92,100,11,9.18,0.3,0,197.91444
82.118766,60.142185,0,19,96,19,0,-4.36,0,0,176.33224
58.275994,14.972538,544.68,0,21,0,0,20.28,0,0,2471.6639
45.570526,9.3197312,566.04,100,39,0,100,20.38,0,0,1080.975
69.487848,44.99878,432.54,100,57,100,0,0.89,0,0,267.54383
39.567453,30.385775,629.23,100,28,0,100,15.59,0,91,872.93688
75.948844,59.192783,529.55,5,62,5,0,4.39,0,0,31.680455
78.148315,59.301071,483.27,0,64,0,0,3.74,0,0,101.51705
18.312284,27.497603,849.95,30,21,0,0,31.62,0,100,1717.4141
67.072063,75.431405,169.99,10,79,0,10,13.59,0,0,789.46842
40.423913,29.877858,590.96,10,54,10,0,20.63,0,0,2033.7906
57.791444,29.891703,641.69,0,57,0,0,7.82,0,0,1416.0774
42.204987,5.0593281,651.48,2,63,2,0,7.7,0,0,1415.1719
39.382863,48.808977,585.62,30,30,0,22,21.16,0,100,2264.4689
41.992395,29.761573,632.79,1.5,49,0,0,9.52,0,5,2860.7503
40.753404,7.4752598,752.94,0,32,0,0,21.35,0,0,2674.0361
65.610242,80.05781,480.6,58,21,0,58,29.2,0,100,49.735796
67.304746,73.135254,129.05,10,82,10,0,10.67,0,0,254.97361
34.19485,32.750373,517.98,48,58,48,48,20.87,0.1,5,2018.105
69.569586,73.123154,124.6,100,91,100,0,7.46,0,0,673.71194
98.073329,113.31452,0,1.5,83,0,0,3.33,0,5,1.5306452
68.427702,31.468403,270.56,9.3,36,0,1,12.25,0,31,847.72083
51.52208,60.428856,448.56,2,58,2,0,5.55,0,0,1998.4081
71.923085,64.98928,378.25,100,16,0,100,24.66,0,100,24.00564
75.028243,91.47344,392.49,8.7,23,0,0,26.7,0,29,1.2303508
65.374684,38.696983,265.22,100,70,3,100,11.69,0,0,444.00333
79.28291,60.561577,0,100,93,100,2,-4.53,0.4,4,0.22459016
89.2176,68.874325,0,0,14,0,0,3.02,0,0,471.34639
78.293716,89.697779,20.47,100,86,100,27,12.18,0,31,433.3314
58.103903,29.923007,631.01,0,51,0,0,7.08,0,0,2161.0413
48.032394,4.9260227,534.89,0,40,0,0,16.24,0,0,2850.3126
54.2961,66.471835,705.77,0,14,0,0,34.12,0,0,538.95222
54.3206,66.164276,706.66,0.3,17,0,0,31.35,0,1,550.33111
72.107715,79.370364,123.71,100,79,100,100,7.35,0.2,0,13.929464
18.721735,27.067299,906.91,0,18,0,0,32.67,0,0,2382.955
93.167823,116.58846,0,0,71,0,0,11.08,0,0,1.475
61.392367,17.578719,493.06,0,42,0,0,3.89,0,0,1876.2017
59.068458,66.628239,656.82,0,35,0,0,23.99,0,0,550.26976
39.96635,7.9509043,757.39,0,23,0,0,23.86,0,0,2611.4247
83.137905,59.354669,0,0,56,0,0,-0.48,0,0,473.56029
66.775512,75.576046,185.12,0,26,0,0,19.23,0,0,1143.205
27.112452,24.953346,794.77,0,15,0,0,31.26,0,0,2480.4978
45.836834,50.807407,787.65,0,24,0,0,30.83,0,0,1344.7772
64.814288,32.0769,523.32,35,54,35,0,10.82,0,28,209.28936
53.10643,49.439729,590.96,100,43,56,100,24.13,1.2,56,1015.3472
59.835872,66.220909,627.45,13.5,31,0,0,20.31,0,45,512.43434
91.518713,70.619985,0,90,61,0,90,5.83,0,100,95.634444
47.593742,34.88605,665.72,0,21,0,0,25.04,0,0,1940.5486
81.832922,74.526209,0,5.7,62,0,0,5.23,0,19,262.79406
66.9717,39.1115,236.74,0,76,0,0,15.06,0,0,2318.9053
74.655632,75.168828,391.6,0,23,0,0,23.36,0,0,1.8488506
91.218072,103.24988,0,0,48,0,0,16.82,0,0,43.228766
62.490688,74.260295,259.88,0,60,0,0,8.18,0,0,1312.4512
73.039696,89.323944,91.67,0,58,0,0,11.82,0,0,490.31112
64.166111,22.469629,253.65,0,38,0,0,8.01,0,0,2499.1097
84.035817,103.46576,0,0,37,0,0,18.12,0,0,97.753333
61.145105,20.851847,290.14,0,31,0,0,4.66,0,0,2033.3861
56.014583,49.477975,625.67,100,19,0,100,25.97,0,17,245.10278
65.019275,54.918657,233.18,68,28,0,68,18.09,0,32,1275.9339
81.80147,67.603383,4.45,62,78,0,62,8.42,0,45,654.4925
68.842473,34.769401,468.14,34,71,3,34,8.87,0,0,2239.379
65.01937,22.239604,364.9,0,37,0,0,12.93,0,0,927.59944
40.12111,12.530382,707.55,0,35,0,0,17.56,0,0,2777.9056
38.002531,14.302909,418.3,100,40,5,100,20.8,0,0,2806.1374
59.337728,15.861783,519.76,0,48,0,0,15.74,0,0,2443.0534
66.358134,80.748385,189.57,80,66,57,80,15.32,0.5,0,164.17806
93.000821,82.023495,0,0,89,0,0,1.36,0,0,386.12917
84.43327,103.67717,0,2.7,50,0,0,17.06,0,9,117.24029
78.488991,61.37861,295.48,8.7,60,0,0,16.59,0,29,0.35
80.927014,67.755376,3.56,100,95,100,0,4.06,0,21,171.51352
66.263009,26.787797,320.4,100,60,0,100,11.03,0,26,1565.4111
54.177826,62.271495,378.25,0,44,0,0,22.19,0,0,1719.535
73.745697,78.978515,158.42,100,50,100,63,10.83,0.2,0,0.014465409
49.835245,43.505278,469.92,0,69,0,0,15.64,0,0,2338.9581
39.261426,49.442164,188.68,100,54,6,100,13.62,0,100,1431.1078
86.617377,101.71394,0,100,95,100,0,6.86,0,0,102.60722
98.246462,80.688876,0,0,80,0,0,4.33,0,0,26.493421
66.281786,80.711641,305.27,100,46,100,0,17.32,0,1,53.814153
59.422163,19.317454,234.07,10,61,10,0,1.62,0,0,1843.9107
71.928124,78.337758,463.69,0,22,0,0,28.92,0,0,38.288611
51.014278,49.569436,742.26,0,31,0,0,20.61,0,0,1415.88
76.977689,53.749642,54.29,0,55,0,0,6.12,0,0,1871.3233
63.318831,73.823988,250.09,6.6,52,0,0,16.64,0,22,1254.81
59.728682,16.639182,463.69,0,35,0,0,14.77,0,0,2611.7934
70.509725,78.291025,406.73,10,39,10,0,21.31,0,0,20.416648
71.157269,80.408265,484.16,24,41,0,24,18.9,0,44,42.029148
76.575154,89.021453,346.21,0,25,0,0,26.1,0,0,0.003333333
67.476251,45.661957,32.93,100,94,100,0,-1.3,0.1,0,16.747443
43.376417,10.279607,464.58,10,25,10,10,22.03,0,0,2714.4986
56.210864,64.65112,671.06,0,23,0,0,31.66,0,0,631.55449
57.031463,60.456031,334.64,0,64,0,0,17.76,0,0,1655.2028
54.649923,43.929888,405.84,0,80,0,0,8.8,0,0,492.76944
57.164427,29.848256,322.18,10,60,10,0,4.51,0,0,1448.713
87.172409,101.72526,0,100,93,100,0,5.13,0,0,209.16194
44.690533,5.945223,658.6,100,36,100,0,19.3,0,0,2599.7489
50.382831,15.441442,434.32,29,58,29,0,12.88,0,17,1355.6717
72.984892,59.797326,0,1,84,0,1,4.4,0,0,734.29853
26.51833,30.578683,920.26,0,45,0,0,16.39,0,0,1895.3119
90.489677,103.49073,0,0,95,0,0,12.8,0,0,35.704298
81.440343,60.317494,0,0,34,0,0,0.22,0,0,622.10833
39.872447,50.149828,595.41,0,23,0,0,30.7,0,0,2074.1499
72.920584,46.349846,8.01,49,100,49,0,-3.9,0,0,457.51195
73.754409,88.038737,62.3,100,92,100,0,6.75,0,0,554.47679
39.921243,47.951718,613.21,0,43,0,0,15.78,0,0,2327.0617
60.32632,24.652041,534,0,54,0,0,20.32,0,0,1845.4475
72.914265,88.851424,87.22,55,78,1,55,15.04,0,0,1.1872222
61.930665,58.577762,281.24,0,53,0,0,10.44,0,0,1993.0516
40.831326,37.0602,199.36,100,58,100,0,13.68,0,0,706.18708
73.488531,59.449762,571.38,0,47,0,0,8,0,0,899.45487
32.507782,42.373779,885.55,0.6,37,0,0,19.66,0,2,1847.6144
46.513106,34.924232,679.07,100,22,0,100,26.07,0,18,714.86037
70.063873,80.759423,506.41,0,23,0,0,26.97,0,0,35.650556
76.670093,90.123608,36.49,0,75,0,0,14.02,0,0,397.05222
66.116153,29.058639,313.28,0,48,0,0,7.65,0,0,2586.6969
91.043161,70.158893,0,0,90,0,0,1.05,0,0,438.925
96.503626,81.917133,0,0,93,0,0,4.56,0,0,119.54096
83.237322,58.753108,0,0,31,0,0,2.17,0,0,454.10095
76.092234,87.582582,34.71,100,86,100,0,9.5,0,0,590.45735
92.081677,71.313179,0,30,96,0,0,1.42,0,100,442.30204
54.451294,62.130252,371.13,0,66,0,0,17.83,0,0,1722.8833
43.272428,52.677474,813.46,0,24,0,0,31.54,0,0,1294.3797
37.935707,30.952068,633.68,100,67,100,0,7.56,0,0,2567.4989
117.92459,107.86229,313.28,0,58,0,0,7.62,0,0,44.6431
83.766349,102.17888,0,0,88,0,0,11.02,0,0,89.534642
66.484154,75.709702,182.45,0,74,0,0,17.98,0,0,1122.1889
83.178044,58.438295,2.67,3.6,94,0,0,-0.66,0,12,1041.7142
38.399355,9.0055709,314.17,32,54,32,0,18.88,0,0,2320.0448
43.655387,48.527075,525.99,10,57,10,0,21.49,0,0,2199.4086
73.132313,71.451685,31.15,100,80,95,100,12.39,0,100,362.10029
68.76622,81.008527,524.21,3.3,36,0,0,14.8,0,11,53.018889
20.798386,29.558861,839.27,0,20,0,0,26.89,0,0,2507.7453
71.290862,38.511712,261.66,100,52,100,65,12.84,0,0,188.85493
84.34685,103.63711,0,0,63,0,0,14.26,0,0,85.435
59.360039,66.460096,628.34,0,26,0,0,22.45,0,0,570.92957
54.392781,65.970803,405.84,100,15,0,100,32.01,0,100,577.00056
43.608096,45.504013,166.43,100,49,100,100,17.54,0,27,594.4933
80.424097,60.429995,0,100,93,100,0,-3.58,0,0,612.4965
34.871118,11.438801,825.03,0,35,0,0,17.76,0,0,2874.1014
33.607397,39.469065,835.71,0,26,0,0,30.12,0,0,1897.8165
72.385241,51.622275,423.64,100,49,0,100,18.2,0,0,26.690638
73.610374,79.127175,405.84,100,41,0,100,14.16,0,100,33.6341
97.64129,113.34198,0,2,94,2,0,2.36,0,0,2.7432292
53.400571,11.55346,532.22,42,49,0,42,17.21,0,50,2154.9019
54.491456,66.904191,274.12,10,23,0,10,28.27,0,0,476.99972
70.797358,40.817779,108.58,100,91,100,0,0.25,0,0,2403.1922
57.332522,67.228427,692.42,0,35,0,0,15.04,0,0,561.01872
72.675565,44.277769,4.45,94,94,94,0,-3.59,0,0,0.060569106
83.366764,88.003783,0,22,89,22,0,0.6,0,0,470.38138
27.585076,18.65599,254.54,94,68,10,94,11.16,1.1,3,2222.263
87.395079,68.064678,0,100,91,100,0,8.83,0.2,0,69.412105
77.947271,49.837446,304.38,73,28,0,73,14.42,0,0,69.918553
43.057628,35.311427,736.92,10,24,10,10,31.33,0,0,1055.2497
76.953296,90.071632,28.48,100,90,100,100,12.99,0,0,398.88417
65.581923,79.951228,556.25,0,17,0,0,32.54,0,0,67.6075
70.708946,36.616549,418.3,9.6,41,0,0,14.88,0,32,726.67472
64.27418,19.77458,427.2,0,45,0,0,13.4,0,0,2404.6817
68.827375,32.194584,232.29,100,55,0,100,9.41,0,100,1536.5836
58.883325,44.267714,141.51,100,60,100,0,2.62,0,0,1368.7558
35.538701,32.016751,598.97,100,71,100,0,7.98,0,0,463.59084
81.223917,74.452852,0,0,47,0,0,4.41,0,0,276.98497
45.566572,26.190543,580.28,0,44,0,0,18.3,0,0,2707.7561
54.952757,48.037897,406.73,100,24,0,100,19.45,0,39,684.29286
28.718631,38.398518,161.98,100,86,100,48,9.48,1.4,3,2097.6838
28.73952,38.520013,749.38,0,38,0,0,16.66,0,0,2561.3303
91.58613,103.11359,0,100,86,100,50,12.01,0,25,59.597928
80.640895,59.727037,432.54,0.3,53,0,0,8.25,0,1,279.1891
72.583982,65.102088,425.42,10,24,10,10,22.88,0,0,28.334461
52.240261,43.909826,422.75,100,24,0,100,16.16,0,100,1852.0908
62.497643,26.458466,372.91,8.1,52,0,0,13.61,0,27,2592.0347
28.718454,38.259612,388.04,100,48,0,100,15.41,0,0,1792.7756
50.504709,62.118379,307.94,62,64,53,62,12,0,0,1501.1711
74.501489,61.86027,149.52,100,68,100,100,15.1,0.3,17,10.728395
26.61572,19.25597,743.15,100,44,0,100,18.1,0,100,1815.2601
36.986642,37.243705,872.2,0,17,0,0,28.88,0,0,1933.9055
47.408507,6.7234067,661.27,40,38,0,40,18.46,0,39,2361.7378
99.470316,81.185059,0,58,59,0,58,5.79,0,100,0.31333333
73.244543,59.497135,508.19,30,62,10,0,13.29,0,100,630.18648
62.666201,74.145613,251.87,2,77,2,0,7.18,0,0,1315.9534
28.649708,23.399466,793.88,0,46,0,0,19.76,0,0,2389.8005
36.750109,37.361992,854.4,0,27,0,0,28.56,0,0,1942.19
71.983628,46.311223,11.57,100,85,100,0,6.5,0,17,928.17262
52.248254,62.911549,415.63,0,34,0,0,25.01,0,0,1672.14
73.88869,70.945338,68.53,49,81,49,0,6.89,0,0,551.08028
38.69191,19.747179,583.84,100,30,0,100,19.72,0,24,2303.6675
61.679309,44.65493,125.49,0,38,0,0,5.76,0,0,1788.1319
